Note,Contains haystack tags and custom tags
EBU3B.RM-2229A..DPR-C,discharge air damper cmd
EBU3B.RM-2229A..DMPR-POS,discharge air damper sensor
EBU3B.RM-2229A..HTGPID-O,zone heating cmd
EBU3B.RM-2229A..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2229A..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2229A..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2229A..OCC-CMD,zone occupied cmd
EBU3B.RM-2229A..RH-VLV,reheat valve cmd
EBU3B.RM-2229A..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2229A..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2229A..COMMONSP,zone air temp sp
EBU3B.RM-2229A..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2229A..ZN-T,zone air temp sensor
EBU3B.RM-2230..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2230..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2230..CLGPID-O,zone cooling cmd
EBU3B.RM-2230..DPR-C,discharge air damper cmd
EBU3B.RM-2230..DMPR-POS,discharge air damper sensor
EBU3B.RM-2230..HTGPID-O,zone heating cmd
EBU3B.RM-2230..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2230..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2230..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2230..OCC-CMD,zone occupied cmd
EBU3B.RM-2230..RH-VLV,reheat valve cmd
EBU3B.RM-2230..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2230..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2230..COMMONSP,zone air temp sp
EBU3B.RM-2230..T-OCC,zone thermostat occupied cmd
EBU3B.RM-2230..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2230..ZN-T,zone air temp sensor
EBU3B.RM-2231..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2231..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2231..CLGPID-O,zone cooling cmd
EBU3B.RM-2231..DPR-C,discharge air damper cmd
EBU3B.RM-2231..DMPR-POS,discharge air damper sensor
EBU3B.RM-2231..HTGPID-O,zone heating cmd
EBU3B.RM-2231..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2231..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2231..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2231..OCC-CMD,zone occupied cmd
EBU3B.RM-2231..RH-VLV,reheat valve cmd
EBU3B.RM-2231..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2231..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2231..COMMONSP,zone air temp sp
EBU3B.RM-2231..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2231..ZN-T,zone air temp sensor
EBU3B.RM-2232..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2232..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2232..CLGPID-O,zone cooling cmd
EBU3B.RM-2232..DPR-C,discharge air damper cmd
EBU3B.RM-2232..DMPR-POS,discharge air damper sensor
EBU3B.RM-2232..HTGPID-O,zone heating cmd
EBU3B.RM-2232..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2232..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2232..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2232..OCC-CMD,zone occupied cmd
EBU3B.RM-2232..RH-VLV,reheat valve cmd
EBU3B.RM-2232..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2232..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2232..COMMONSP,zone air temp sp
EBU3B.RM-2232..T-OCC,zone thermostat occupied cmd
EBU3B.RM-2232..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2232..ZN-T,zone air temp sensor
EBU3B.RM-2234..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2234..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2234..CLGPID-O,zone cooling cmd
EBU3B.RM-2234..DPR-C,discharge air damper cmd
EBU3B.RM-2234..DMPR-POS,discharge air damper sensor
EBU3B.RM-2234..HTGPID-O,zone heating cmd
EBU3B.RM-2234..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2234..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2234..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2234..OCC-CMD,zone occupied cmd
EBU3B.RM-2234..OCC-S,zone occupied sensor
EBU3B.RM-2234..RH-VLV,reheat valve cmd
EBU3B.RM-2234..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2234..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2234..COMMONSP,zone air temp sp
EBU3B.RM-2234..T-OCC,zone thermostat occupied cmd
EBU3B.RM-2234..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2234..ZN-T,zone air temp sensor
EBU3B.RM-2236..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2236..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2236..CLGPID-O,zone cooling cmd
EBU3B.RM-2236..DPR-C,discharge air damper cmd
EBU3B.RM-2236..DMPR-POS,discharge air damper sensor
EBU3B.RM-2236..HTGPID-O,zone heating cmd
EBU3B.RM-2236..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2236..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2236..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2236..OCC-CMD,zone occupied cmd
EBU3B.RM-2236..RH-VLV,reheat valve cmd
EBU3B.RM-2236..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2236..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2236..COMMONSP,zone air temp sp
EBU3B.RM-2236..T-OCC,zone thermostat occupied cmd
EBU3B.RM-2236..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2236..ZN-T,zone air temp sensor
EBU3B.RM-2238..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2238..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2238..CLGPID-O,zone cooling cmd
EBU3B.RM-2238..DPR-C,discharge air damper cmd
EBU3B.RM-2238..DMPR-POS,discharge air damper sensor
EBU3B.RM-2238..HTGPID-O,zone heating cmd
EBU3B.RM-2238..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2238..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2238..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2238..OCC-CMD,zone occupied cmd
EBU3B.RM-2238..RH-VLV,reheat valve cmd
EBU3B.RM-2238..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2238..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2238..COMMONSP,zone air temp sp
EBU3B.RM-2238..T-OCC,zone thermostat occupied cmd
EBU3B.RM-2238..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2238..ZN-T,zone air temp sensor
EBU3B.RM-2240..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2240..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2240..CLGPID-O,zone cooling cmd
EBU3B.RM-2240..DPR-C,discharge air damper cmd
EBU3B.RM-2240..DMPR-POS,discharge air damper sensor
EBU3B.RM-2240..HTGPID-O,zone heating cmd
EBU3B.RM-2240..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2240..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2240..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2240..OCC-CMD,zone occupied cmd
EBU3B.RM-2240..RH-VLV,reheat valve cmd
EBU3B.RM-2240..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2240..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2240..COMMONSP,zone air temp sp
EBU3B.RM-2240..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2240..ZN-T,zone air temp sensor
EBU3B.RM-2244..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2244..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2244..CLGPID-O,zone cooling cmd
EBU3B.RM-2244..DPR-C,discharge air damper cmd
EBU3B.RM-2244..DMPR-POS,discharge air damper sensor
EBU3B.RM-2244..HTGPID-O,zone heating cmd
EBU3B.RM-2244..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2244..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2244..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2244..OCC-CMD,zone occupied cmd
EBU3B.RM-2244..RH-VLV,reheat valve cmd
EBU3B.RM-2244..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2244..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2244..COMMONSP,zone air temp sp
EBU3B.RM-2244..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2244..ZN-T,zone air temp sensor
EBU3B.RM-2250..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2250..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2250..CLGPID-O,zone cooling cmd
EBU3B.RM-2250..DPR-C,discharge air damper cmd
EBU3B.RM-2250..DMPR-POS,discharge air damper sensor
EBU3B.RM-2250..HTGPID-O,zone heating cmd
EBU3B.RM-2250..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2250..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2250..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2250..OCC-CMD,zone occupied cmd
EBU3B.RM-2250..RH-VLV,reheat valve cmd
EBU3B.RM-2250..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2250..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2250..COMMONSP,zone air temp sp
EBU3B.RM-2250..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2250..ZN-T,zone air temp sensor
EBU3B.RM-2256..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2256..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2256..CLGPID-O,zone cooling cmd
EBU3B.RM-2256..DPR-C,discharge air damper cmd
EBU3B.RM-2256..DMPR-POS,discharge air damper sensor
EBU3B.RM-2256..HTGPID-O,zone heating cmd
EBU3B.RM-2256..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2256..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2256..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2256..OCC-CMD,zone occupied cmd
EBU3B.RM-2256..RH-VLV,reheat valve cmd
EBU3B.RM-2256.SA-T,discharge air temp sensor
EBU3B.RM-2256..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2256..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2256..COMMONSP,zone air temp sp
EBU3B.RM-2256..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2256..ZN-T,zone air temp sensor
EBU3B.RM-2258.ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2258.ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2258.CLGPID-O,zone cooling cmd
EBU3B.RM-2258.DPR-CMD,discharge air damper cmd
EBU3B.RM-2258.HTGFLOW,discharge air flow heating sp
EBU3B.RM-2258.CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2258.OCC-CMD,zone occupied cmd
EBU3B.RM-2258.RH-VLV,reheat valve cmd
EBU3B.RM-2258.SA-T,discharge air temp sensor
EBU3B.RM-2258.SUP-FLOW,discharge air flow sensor
EBU3B.RM-2258.SUPFLO-SP,discharge air flow sp
EBU3B.RM-2258.COMMONSP,zone air temp sp
EBU3B.RM-2258.WC-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2258.ZN-T,zone air temp sensor
EBU3B.RM-2262..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2262..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2262..CLGPID-O,zone cooling cmd
EBU3B.RM-2262..DPR-C,discharge air damper cmd
EBU3B.RM-2262..DMPR-POS,discharge air damper sensor
EBU3B.RM-2262..HTGPID-O,zone heating cmd
EBU3B.RM-2262..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2262..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2262..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2262..OCC-CMD,zone occupied cmd
EBU3B.RM-2262..RH-VLV,reheat valve cmd
EBU3B.RM-2262..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2262..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2262..COMMONSP,zone air temp sp
EBU3B.RM-2262..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2262..ZN-T,zone air temp sensor
EBU3B.RM-2266..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2266..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2266..CLGPID-O,zone cooling cmd
EBU3B.RM-2266..DPR-C,discharge air damper cmd
EBU3B.RM-2266..DMPR-POS,discharge air damper sensor
EBU3B.RM-2266..HTGPID-O,zone heating cmd
EBU3B.RM-2266..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2266..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2266..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2266..OCC-CMD,zone occupied cmd
EBU3B.RM-2266..RH-VLV,reheat valve cmd
EBU3B.RM-2266..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2266..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2266..COMMONSP,zone air temp sp
EBU3B.RM-2266..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2266..ZN-T,zone air temp sensor
EBU3B.RM-2270..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2270..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2270..CLGPID-O,zone cooling cmd
EBU3B.RM-2270..DPR-C,discharge air damper cmd
EBU3B.RM-2270..DMPR-POS,discharge air damper sensor
EBU3B.RM-2270..HTGPID-O,zone heating cmd
EBU3B.RM-2270..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2270..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2270..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2270..OCC-CMD,zone occupied cmd
EBU3B.RM-2270..RH-VLV,reheat valve cmd
EBU3B.RM-2270..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2270..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2270..COMMONSP,zone air temp sp
EBU3B.RM-2270..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2270..ZN-T,zone air temp sensor
EBU3B.RM-2272..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-2272..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-2272..CLGPID-O,zone cooling cmd
EBU3B.RM-2272..DPR-C,discharge air damper cmd
EBU3B.RM-2272..DMPR-POS,discharge air damper sensor
EBU3B.RM-2272..HTGPID-O,zone heating cmd
EBU3B.RM-2272..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-2272..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-2272..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-2272..OCC-CMD,zone occupied cmd
EBU3B.RM-2272..RH-VLV,reheat valve cmd
EBU3B.RM-2272..SUP-FLOW,discharge air flow sensor
EBU3B.RM-2272..SUPFLO-SP,discharge air flow sp
EBU3B.RM-2272..COMMONSP,zone air temp sp
EBU3B.RM-2272..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-2272..ZN-T,zone air temp sensor
EBU3B.RM-3102..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3102..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3102..CLGPID-O,zone cooling cmd
EBU3B.RM-3102..DPR-C,discharge air damper cmd
EBU3B.RM-3102..DMPR-POS,discharge air damper sensor
EBU3B.RM-3102..HTGPID-O,zone heating cmd
EBU3B.RM-3102..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3102..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3102..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3102..OCC-CMD,zone occupied cmd
EBU3B.RM-3102..RH-VLV,reheat valve cmd
EBU3B.RM-3102..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3102..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3102..COMMONSP,zone air temp sp
EBU3B.RM-3102..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3102..ZN-T,zone air temp sensor
EBU3B.RM-3105..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3105..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3105..CLGPID-O,zone cooling cmd
EBU3B.RM-3105..DPR-C,discharge air damper cmd
EBU3B.RM-3105..DMPR-POS,discharge air damper sensor
EBU3B.RM-3105..HTGPID-O,zone heating cmd
EBU3B.RM-3105..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3105..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3105..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3105..OCC-CMD,zone occupied cmd
EBU3B.RM-3105..RH-VLV,reheat valve cmd
EBU3B.RM-3105..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3105..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3105..COMMONSP,zone air temp sp
EBU3B.RM-3105..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3105..ZN-T,zone air temp sensor
EBU3B.RM-3106..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3106..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3106..CLGPID-O,zone cooling cmd
EBU3B.RM-3106..DPR-C,discharge air damper cmd
EBU3B.RM-3106..DMPR-POS,discharge air damper sensor
EBU3B.RM-3106..HTGPID-O,zone heating cmd
EBU3B.RM-3106..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3106..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3106..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3106..OCC-CMD,zone occupied cmd
EBU3B.RM-3106..RH-VLV,reheat valve cmd
EBU3B.RM-3106..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3106..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3106..COMMONSP,zone air temp sp
EBU3B.RM-3106..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3106..ZN-T,zone air temp sensor
EBU3B.RM-3107..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3107..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3107..CLGPID-O,zone cooling cmd
EBU3B.RM-3107..DPR-C,discharge air damper cmd
EBU3B.RM-3107..DMPR-POS,discharge air damper sensor
EBU3B.RM-3107..HTGPID-O,zone heating cmd
EBU3B.RM-3107..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3107..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3107..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3107..OCC-CMD,zone occupied cmd
EBU3B.RM-3107..RH-VLV,reheat valve cmd
EBU3B.RM-3107..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3107..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3107..COMMONSP,zone air temp sp
EBU3B.RM-3107..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3107..ZN-T,zone air temp sensor
EBU3B.RM-3109..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3109..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3109..CLGPID-O,zone cooling cmd
EBU3B.RM-3109..DPR-C,discharge air damper cmd
EBU3B.RM-3109..DMPR-POS,discharge air damper sensor
EBU3B.RM-3109..HTGPID-O,zone heating cmd
EBU3B.RM-3109..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3109..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3109..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3109..OCC-CMD,zone occupied cmd
EBU3B.RM-3109..RH-VLV,reheat valve cmd
EBU3B.RM-3109..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3109..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3109..COMMONSP,zone air temp sp
EBU3B.RM-3109..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3109..ZN-T,zone air temp sensor
EBU3B.RM-3110..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3110..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3110..CLGPID-O,zone cooling cmd
EBU3B.RM-3110..DPR-C,discharge air damper cmd
EBU3B.RM-3110..DMPR-POS,discharge air damper sensor
EBU3B.RM-3110..HTGPID-O,zone heating cmd
EBU3B.RM-3110..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3110..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3110..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3110..OCC-CMD,zone occupied cmd
EBU3B.RM-3110..RH-VLV,reheat valve cmd
EBU3B.RM-3110..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3110..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3110..COMMONSP,zone air temp sp
EBU3B.RM-3110..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3110..ZN-T,zone air temp sensor
EBU3B.RM-3111..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3111..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3111..CLGPID-O,zone cooling cmd
EBU3B.RM-3111..DPR-C,discharge air damper cmd
EBU3B.RM-3111..DMPR-POS,discharge air damper sensor
EBU3B.RM-3111..HTGPID-O,zone heating cmd
EBU3B.RM-3111..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3111..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3111..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3111..OCC-CMD,zone occupied cmd
EBU3B.RM-3111..RH-VLV,reheat valve cmd
EBU3B.RM-3111..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3111..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3111..COMMONSP,zone air temp sp
EBU3B.RM-3111..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3111..ZN-T,zone air temp sensor
EBU3B.RM-3114..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3114..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3114..CLGPID-O,zone cooling cmd
EBU3B.RM-3114..DPR-C,discharge air damper cmd
EBU3B.RM-3114..DMPR-POS,discharge air damper sensor
EBU3B.RM-3114..HTGPID-O,zone heating cmd
EBU3B.RM-3114..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3114..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3114..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3114..OCC-CMD,zone occupied cmd
EBU3B.RM-3114..RH-VLV,reheat valve cmd
EBU3B.RM-3114..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3114..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3114..COMMONSP,zone air temp sp
EBU3B.RM-3114..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3114..ZN-T,zone air temp sensor
EBU3B.RM-3118..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3118..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3118..CLGPID-O,zone cooling cmd
EBU3B.RM-3118..DPR-C,discharge air damper cmd
EBU3B.RM-3118..DMPR-POS,discharge air damper sensor
EBU3B.RM-3118..HTGPID-O,zone heating cmd
EBU3B.RM-3118..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3118..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3118..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3118..OCC-CMD,zone occupied cmd
EBU3B.RM-3118..RH-VLV,reheat valve cmd
EBU3B.RM-3118..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3118..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3118..COMMONSP,zone air temp sp
EBU3B.RM-3118..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3118..ZN-T,zone air temp sensor
EBU3B.RM-3119..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3119..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3119..CLGPID-O,zone cooling cmd
EBU3B.RM-3119..DPR-C,discharge air damper cmd
EBU3B.RM-3119..DMPR-POS,discharge air damper sensor
EBU3B.RM-3119..FAN-C,discharge air fan cmd
EBU3B.RM-3119..HTGPID-O,zone heating cmd
EBU3B.RM-3119..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3119..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3119..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3119..OCC-CMD,zone occupied cmd
EBU3B.RM-3119..RH-VLV,reheat valve cmd
EBU3B.RM-3119..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3119..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3119..COMMONSP,zone air temp sp
EBU3B.RM-3119..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3119..ZN-T,zone air temp sensor
EBU3B.RM-3121..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3121..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3121..CLGPID-O,zone cooling cmd
EBU3B.RM-3121..DPR-C,discharge air damper cmd
EBU3B.RM-3121..DMPR-POS,discharge air damper sensor
EBU3B.RM-3121..HTGPID-O,zone heating cmd
EBU3B.RM-3121..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3121..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3121..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3121..OCC-CMD,zone occupied cmd
EBU3B.RM-3121..RH-VLV,reheat valve cmd
EBU3B.RM-3121..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3121..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3121..COMMONSP,zone air temp sp
EBU3B.RM-3121..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3121..ZN-T,zone air temp sensor
EBU3B.RM-3122..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3122..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3122..CLGPID-O,zone cooling cmd
EBU3B.RM-3122..DPR-C,discharge air damper cmd
EBU3B.RM-3122..DMPR-POS,discharge air damper sensor
EBU3B.RM-3122..HTGPID-O,zone heating cmd
EBU3B.RM-3122..CLGMAXFLO,discharge air flow max sp
EBU3B.RM-3122..CLGMiNFLO,discharge air flow occ cooling min sp
EBU3B.RM-3122..HTGFLOW,discharge air flow occ heating min sp
EBU3B.RM-3122..OCC-CMD,zone occupied cmd
EBU3B.RM-3122..RH-VLV,reheat valve cmd
EBU3B.RM-3122..SUP-FLOW,discharge air flow sensor
EBU3B.RM-3122..SUPFLO-SP,discharge air flow sp
EBU3B.RM-3122..COMMONSP,zone air temp sp
EBU3B.RM-3122..W-C-ADJ,zone thermostat temp adjust sp
EBU3B.RM-3122..ZN-T,zone air temp sensor
EBU3B.RM-3126..ACTCLGSP,zone air temp effective min sp
EBU3B.RM-3126..ACTHTGSP,zone air temp effective max sp
EBU3B.RM-3126..CLGPID-O,zone cooling cmd
EBU3B.RM-3126..DPR-C,discharge air damper cmd
EBU3B.RM-3126..DMPR-POS,discharge air damper sensor
